"Agriculture Year",District,Crop,Area,"Area Unit",Production,"Production Unit",Productivity,"Productivity Unit"
1987-88,Pathanamthitta,Cardamom,279,Hectare,15,MT,54,"Kg/ Hectare"
1987-88,Alappuzha,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
1987-88,Kottayam,Cardamom,23,Hectare,1,MT,43,"Kg/ Hectare"
1987-88,Idukki,Cardamom,55250,Hectare,1500,MT,27,"Kg/ Hectare"
1987-88,Ernakulam,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
1987-88,Thrissur,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
1987-88,Palakkad,Cardamom,2931,Hectare,180,MT,61,"Kg/ Hectare"
1987-88,Malappuram,Cardamom,188,Hectare,10,MT,53,"Kg/ Hectare"
1987-88,Kozhikode,Cardamom,194,Hectare,11,MT,57,"Kg/ Hectare"
1987-88,Wayanad,Cardamom,4255,Hectare,250,MT,59,"Kg/ Hectare"
1987-88,Kannur,Cardamom,760,Hectare,42,MT,55,"Kg/ Hectare"
1987-88,Kasaragod,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
1987-88,Thiruvananthapuram,Tea,1023,Hectare,470,MT,459,"Kg/ Hectare"
1987-88,Kollam,Tea,600,Hectare,166,MT,277,"Kg/ Hectare"
1987-88,Pathanamthitta,Tea,762,Hectare,210,MT,276,"Kg/ Hectare"
1987-88,Alappuzha,Tea,,Hectare,,MT,,"Kg/ Hectare"
1987-88,Kottayam,Tea,2009,Hectare,48,MT,24,"Kg/ Hectare"
1987-88,Idukki,Tea,23601,Hectare,39864,MT,1689,"Kg/ Hectare"
1987-88,Ernakulam,Tea,2,Hectare,,MT,,"Kg/ Hectare"
1987-88,Thrissur,Tea,447,Hectare,1466,MT,3280,"Kg/ Hectare"
1987-88,Palakkad,Tea,685,Hectare,952,MT,1390,"Kg/ Hectare"
1987-88,Malappuram,Tea,174,Hectare,,MT,,"Kg/ Hectare"
1987-88,Kozhikode,Tea,,Hectare,,MT,,"Kg/ Hectare"
1987-88,Wayanad,Tea,5339,Hectare,8776,MT,1644,"Kg/ Hectare"
1987-88,Kannur,Tea,,Hectare,,MT,,"Kg/ Hectare"
1987-88,Kasaragod,Tea,,Hectare,,MT,,"Kg/ Hectare"
1987-88,Thiruvananthapuram,Coffee,50,Hectare,35,MT,700,"Kg/ Hectare"
1987-88,Kollam,Coffee,202,Hectare,143,MT,708,"Kg/ Hectare"
1987-88,Pathanamthitta,Coffee,176,Hectare,126,MT,716,"Kg/ Hectare"
1987-88,Alappuzha,Coffee,23,Hectare,16,MT,696,"Kg/ Hectare"
1987-88,Kottayam,Coffee,1166,Hectare,825,MT,708,"Kg/ Hectare"
1987-88,Idukki,Coffee,5667,Hectare,4011,MT,708,"Kg/ Hectare"
1987-88,Ernakulam,Coffee,274,Hectare,194,MT,708,"Kg/ Hectare"
1987-88,Thrissur,Coffee,32,Hectare,23,MT,719,"Kg/ Hectare"
1987-88,Palakkad,Coffee,2291,Hectare,1622,MT,708,"Kg/ Hectare"
1987-88,Malappuram,Coffee,,Hectare,,MT,,"Kg/ Hectare"
1987-88,Kozhikode,Coffee,,Hectare,,MT,,"Kg/ Hectare"
1987-88,Wayanad,Coffee,55756,Hectare,15930,MT,286,"Kg/ Hectare"
1987-88,Kannur,Coffee,,Hectare,,MT,,"Kg/ Hectare"
1987-88,Kasaragod,Coffee,,Hectare,,MT,,"Kg/ Hectare"
1987-88,Thiruvananthapuram,Cloves,143,Hectare,,MT,,"Kg/ Hectare"
1987-88,Kollam,Cloves,66,Hectare,,MT,,"Kg/ Hectare"
1987-88,Pathanamthitta,Cloves,70,Hectare,,MT,,"Kg/ Hectare"
1987-88,Alappuzha,Cloves,22,Hectare,,MT,,"Kg/ Hectare"
1987-88,Kottayam,Cloves,291,Hectare,,MT,,"Kg/ Hectare"
1987-88,Idukki,Cloves,67,Hectare,,MT,,"Kg/ Hectare"
1987-88,Ernakulam,Cloves,116,Hectare,,MT,,"Kg/ Hectare"
1987-88,Thrissur,Cloves,66,Hectare,,MT,,"Kg/ Hectare"
1987-88,Palakkad,Cloves,5,Hectare,,MT,,"Kg/ Hectare"
1987-88,Malappuram,Cloves,9,Hectare,,MT,,"Kg/ Hectare"
1987-88,Kozhikode,Cloves,15,Hectare,,MT,,"Kg/ Hectare"
1987-88,Wayanad,Cloves,7,Hectare,,MT,,"Kg/ Hectare"
1987-88,Kannur,Cloves,4,Hectare,,MT,,"Kg/ Hectare"
1987-88,Kasaragod,Cloves,,Hectare,,MT,,"Kg/ Hectare"
1987-88,Thiruvananthapuram,Nutmeg,65,Hectare,65,MT,1000,"Kg/ Hectare"
1987-88,Kollam,Nutmeg,65,Hectare,44,MT,677,"Kg/ Hectare"
1987-88,Pathanamthitta,Nutmeg,109,Hectare,99,MT,908,"Kg/ Hectare"
1987-88,Alappuzha,Nutmeg,50,Hectare,20,MT,400,"Kg/ Hectare"
1987-88,Kottayam,Nutmeg,358,Hectare,506,MT,1413,"Kg/ Hectare"
1987-88,Idukki,Nutmeg,124,Hectare,175,MT,1411,"Kg/ Hectare"
1987-88,Ernakulam,Nutmeg,1190,Hectare,3143,MT,2641,"Kg/ Hectare"
1987-88,Thrissur,Nutmeg,316,Hectare,179,MT,566,"Kg/ Hectare"
1987-88,Palakkad,Nutmeg,54,Hectare,32,MT,593,"Kg/ Hectare"
1987-88,Malappuram,Nutmeg,73,Hectare,123,MT,1685,"Kg/ Hectare"
1987-88,Kozhikode,Nutmeg,66,Hectare,22,MT,333,"Kg/ Hectare"
1987-88,Wayanad,Nutmeg,5,Hectare,8,MT,1600,"Kg/ Hectare"
1987-88,Kannur,Nutmeg,120,Hectare,246,MT,2050,"Kg/ Hectare"
1987-88,Kasaragod,Nutmeg,76,Hectare,108,MT,1421,"Kg/ Hectare"
1987-88,Thiruvananthapuram,"Betel leaves",120,Hectare,,MT,,"Kg/ Hectare"
1987-88,Kollam,"Betel leaves",97,Hectare,,MT,,"Kg/ Hectare"
1987-88,Pathanamthitta,"Betel leaves",79,Hectare,,MT,,"Kg/ Hectare"
1987-88,Alappuzha,"Betel leaves",35,Hectare,,MT,,"Kg/ Hectare"
1987-88,Kottayam,"Betel leaves",53,Hectare,,MT,,"Kg/ Hectare"
1987-88,Idukki,"Betel leaves",2,Hectare,,MT,,"Kg/ Hectare"
1987-88,Ernakulam,"Betel leaves",81,Hectare,,MT,,"Kg/ Hectare"
1987-88,Thrissur,"Betel leaves",69,Hectare,,MT,,"Kg/ Hectare"
1987-88,Palakkad,"Betel leaves",5,Hectare,,MT,,"Kg/ Hectare"
1987-88,Malappuram,"Betel leaves",547,Hectare,,MT,,"Kg/ Hectare"
1987-88,Kozhikode,"Betel leaves",30,Hectare,,MT,,"Kg/ Hectare"
1987-88,Wayanad,"Betel leaves",2,Hectare,,MT,,"Kg/ Hectare"
1987-88,Kannur,"Betel leaves",14,Hectare,,MT,,"Kg/ Hectare"
1987-88,Kasaragod,"Betel leaves",30,Hectare,,MT,,"Kg/ Hectare"
1988-89,Thiruvananthapuram,Paddy,21487,Hectare,35925,MT,1672,"Kg/ Hectare"
1988-89,Kollam,Paddy,27876,Hectare,45974,MT,1649,"Kg/ Hectare"
1988-89,Pathanamthitta,Paddy,13537,Hectare,30092,MT,2223,"Kg/ Hectare"
1988-89,Alappuzha,Paddy,64404,Hectare,123723,MT,1921,"Kg/ Hectare"
1988-89,Kottayam,Paddy,28661,Hectare,60978,MT,2128,"Kg/ Hectare"
1988-89,Idukki,Paddy,5206,Hectare,11222,MT,2156,"Kg/ Hectare"
1988-89,Ernakulam,Paddy,71266,Hectare,118566,MT,1664,"Kg/ Hectare"
1988-89,Thrissur,Paddy,78862,Hectare,122894,MT,1558,"Kg/ Hectare"
1988-89,Palakkad,Paddy,142293,Hectare,273758,MT,1924,"Kg/ Hectare"
1988-89,Malappuram,Paddy,52709,Hectare,74770,MT,1419,"Kg/ Hectare"
1988-89,Kozhikode,Paddy,13579,Hectare,15529,MT,1144,"Kg/ Hectare"
1988-89,Wayanad,Paddy,20393,Hectare,40210,MT,1972,"Kg/ Hectare"
1988-89,Kannur,Paddy,20804,Hectare,31027,MT,1491,"Kg/ Hectare"
1988-89,Kasaragod,Paddy,16480,Hectare,27890,MT,1692,"Kg/ Hectare"
1988-89,Thiruvananthapuram,Tapioca,40358,Hectare,641291,MT,15890,"Kg/ Hectare"
1988-89,Kollam,Tapioca,33900,Hectare,658231,MT,19417,"Kg/ Hectare"
1988-89,Pathanamthitta,Tapioca,11717,Hectare,253884,MT,21668,"Kg/ Hectare"
1988-89,Alappuzha,Tapioca,8221,Hectare,144497,MT,17577,"Kg/ Hectare"
1988-89,Kottayam,Tapioca,15687,Hectare,364392,MT,23229,"Kg/ Hectare"
1988-89,Idukki,Tapioca,7653,Hectare,213330,MT,27875,"Kg/ Hectare"
1988-89,Ernakulam,Tapioca,7681,Hectare,146872,MT,19121,"Kg/ Hectare"
1988-89,Thrissur,Tapioca,4424,Hectare,63616,MT,14380,"Kg/ Hectare"
1988-89,Palakkad,Tapioca,11071,Hectare,203005,MT,18337,"Kg/ Hectare"
1988-89,Malappuram,Tapioca,12970,Hectare,196889,MT,15180,"Kg/ Hectare"
1988-89,Kozhikode,Tapioca,4077,Hectare,60697,MT,14888,"Kg/ Hectare"
1988-89,Wayanad,Tapioca,1912,Hectare,63020,MT,32960,"Kg/ Hectare"
1988-89,Kannur,Tapioca,6990,Hectare,118781,MT,16993,"Kg/ Hectare"
1988-89,Kasaragod,Tapioca,2814,Hectare,36760,MT,13063,"Kg/ Hectare"
1988-89,Thiruvananthapuram,Banana,707,Hectare,9028,MT,12769,"Kg/ Hectare"
1988-89,Kollam,Banana,1283,Hectare,16664,MT,12988,"Kg/ Hectare"
1988-89,Pathanamthitta,Banana,1420,Hectare,20532,MT,14459,"Kg/ Hectare"
1988-89,Alappuzha,Banana,406,Hectare,5998,MT,14773,"Kg/ Hectare"
1988-89,Kottayam,Banana,1782,Hectare,25313,MT,14205,"Kg/ Hectare"
1988-89,Idukki,Banana,353,Hectare,5509,MT,15606,"Kg/ Hectare"
1988-89,Ernakulam,Banana,2600,Hectare,35644,MT,13709,"Kg/ Hectare"
1988-89,Thrissur,Banana,1593,Hectare,19093,MT,11986,"Kg/ Hectare"
1988-89,Palakkad,Banana,2368,Hectare,29084,MT,12282,"Kg/ Hectare"
1988-89,Malappuram,Banana,3666,Hectare,39509,MT,10777,"Kg/ Hectare"
1988-89,Kozhikode,Banana,1085,Hectare,12806,MT,11803,"Kg/ Hectare"
1988-89,Wayanad,Banana,1054,Hectare,15591,MT,14792,"Kg/ Hectare"
1988-89,Kannur,Banana,1530,Hectare,18728,MT,12241,"Kg/ Hectare"
1988-89,Kasaragod,Banana,649,Hectare,8882,MT,13686,"Kg/ Hectare"
1988-89,Thiruvananthapuram,Plantain,4931,Hectare,25597,MT,5191,"Kg/ Hectare"
1988-89,Kollam,Plantain,3059,Hectare,15289,MT,4998,"Kg/ Hectare"
1988-89,Pathanamthitta,Plantain,2066,Hectare,13115,MT,6348,"Kg/ Hectare"
1988-89,Alappuzha,Plantain,1988,Hectare,7884,MT,3966,"Kg/ Hectare"
1988-89,Kottayam,Plantain,3377,Hectare,19861,MT,5881,"Kg/ Hectare"
1988-89,Idukki,Plantain,1986,Hectare,13113,MT,6603,"Kg/ Hectare"
1988-89,Ernakulam,Plantain,3216,Hectare,14339,MT,4459,"Kg/ Hectare"
1988-89,Thrissur,Plantain,3955,Hectare,10978,MT,2776,"Kg/ Hectare"
1988-89,Palakkad,Plantain,3332,Hectare,11598,MT,3481,"Kg/ Hectare"
1988-89,Malappuram,Plantain,3050,Hectare,13573,MT,4450,"Kg/ Hectare"
1988-89,Kozhikode,Plantain,2693,Hectare,7903,MT,2935,"Kg/ Hectare"
1988-89,Wayanad,Plantain,1086,Hectare,6595,MT,6073,"Kg/ Hectare"
1988-89,Kannur,Plantain,2231,Hectare,7783,MT,3489,"Kg/ Hectare"
1988-89,Kasaragod,Plantain,1831,Hectare,7602,MT,4152,"Kg/ Hectare"
1988-89,Thiruvananthapuram,Jack,6932,Hectare,15,"Million Nuts",2164,"Nuts/ Hectare"
1988-89,Kollam,Jack,5681,Hectare,16,"Million Nuts",2816,"Nuts/ Hectare"
1988-89,Pathanamthitta,Jack,2808,Hectare,8,"Million Nuts",2849,"Nuts/ Hectare"
1988-89,Alappuzha,Jack,2615,Hectare,3,"Million Nuts",1147,"Nuts/ Hectare"
1988-89,Kottayam,Jack,3993,Hectare,13,"Million Nuts",3256,"Nuts/ Hectare"
1988-89,Idukki,Jack,3185,Hectare,16,"Million Nuts",5024,"Nuts/ Hectare"
1988-89,Ernakulam,Jack,4129,Hectare,10,"Million Nuts",2422,"Nuts/ Hectare"
1988-89,Thrissur,Jack,3614,Hectare,13,"Million Nuts",3597,"Nuts/ Hectare"
1988-89,Palakkad,Jack,3982,Hectare,12,"Million Nuts",3014,"Nuts/ Hectare"
1988-89,Malappuram,Jack,5890,Hectare,14,"Million Nuts",2377,"Nuts/ Hectare"
1988-89,Kozhikode,Jack,8394,Hectare,16,"Million Nuts",1906,"Nuts/ Hectare"
1988-89,Wayanad,Jack,6615,Hectare,21,"Million Nuts",3175,"Nuts/ Hectare"
1988-89,Kannur,Jack,7517,Hectare,43,"Million Nuts",5720,"Nuts/ Hectare"
1988-89,Kasaragod,Jack,2199,Hectare,9,"Million Nuts",4093,"Nuts/ Hectare"
1988-89,Thiruvananthapuram,Cashew,4883,Hectare,3060,MT,627,"Kg/ Hectare"
1988-89,Kollam,Cashew,7138,Hectare,6977,MT,977,"Kg/ Hectare"
1988-89,Pathanamthitta,Cashew,2286,Hectare,2202,MT,963,"Kg/ Hectare"
1988-89,Alappuzha,Cashew,4985,Hectare,1539,MT,309,"Kg/ Hectare"
1988-89,Kottayam,Cashew,1266,Hectare,486,MT,384,"Kg/ Hectare"
1988-89,Idukki,Cashew,1021,Hectare,583,MT,571,"Kg/ Hectare"
1988-89,Ernakulam,Cashew,3244,Hectare,1316,MT,406,"Kg/ Hectare"
1988-89,Thrissur,Cashew,6159,Hectare,3216,MT,522,"Kg/ Hectare"
1988-89,Palakkad,Cashew,10949,Hectare,4638,MT,424,"Kg/ Hectare"
1988-89,Malappuram,Cashew,17502,Hectare,10717,MT,612,"Kg/ Hectare"
1988-89,Kozhikode,Cashew,4164,Hectare,2071,MT,497,"Kg/ Hectare"
1988-89,Wayanad,Cashew,909,Hectare,368,MT,405,"Kg/ Hectare"
1988-89,Kannur,Cashew,33646,Hectare,47583,MT,1414,"Kg/ Hectare"
1988-89,Kasaragod,Cashew,26588,Hectare,23508,MT,884,"Kg/ Hectare"
1988-89,Thiruvananthapuram,Coconut,84847,Hectare,494,"Million Nuts",5822,"Nuts/ Hectare"
1988-89,Kollam,Coconut,81754,Hectare,395,"Million Nuts",4832,"Nuts/ Hectare"
1988-89,Pathanamthitta,Coconut,30274,Hectare,143,"Million Nuts",4724,"Nuts/ Hectare"
1988-89,Alappuzha,Coconut,57052,Hectare,274,"Million Nuts",4803,"Nuts/ Hectare"
1988-89,Kottayam,Coconut,50828,Hectare,212,"Million Nuts",4171,"Nuts/ Hectare"
1988-89,Idukki,Coconut,17918,Hectare,67,"Million Nuts",3739,"Nuts/ Hectare"
1988-89,Ernakulam,Coconut,68988,Hectare,440,"Million Nuts",6378,"Nuts/ Hectare"
1988-89,Thrissur,Coconut,74198,Hectare,515,"Million Nuts",6941,"Nuts/ Hectare"
1988-89,Palakkad,Coconut,31076,Hectare,100,"Million Nuts",3218,"Nuts/ Hectare"
1988-89,Malappuram,Coconut,79703,Hectare,405,"Million Nuts",5081,"Nuts/ Hectare"
1988-89,Kozhikode,Coconut,122071,Hectare,639,"Million Nuts",5235,"Nuts/ Hectare"
1988-89,Wayanad,Coconut,4403,Hectare,6,"Million Nuts",1363,"Nuts/ Hectare"
1988-89,Kannur,Coconut,74907,Hectare,346,"Million Nuts",4619,"Nuts/ Hectare"
1988-89,Kasaragod,Coconut,38861,Hectare,179,"Million Nuts",4606,"Nuts/ Hectare"
1988-89,Thiruvananthapuram,Arecanut,2511,Hectare,271,MT,108,"Kg/ Hectare"
1988-89,Kollam,Arecanut,2156,Hectare,356,MT,165,"Kg/ Hectare"
1988-89,Pathanamthitta,Arecanut,1613,Hectare,295,MT,183,"Kg/ Hectare"
1988-89,Alappuzha,Arecanut,1799,Hectare,128,MT,71,"Kg/ Hectare"
1988-89,Kottayam,Arecanut,1772,Hectare,230,MT,130,"Kg/ Hectare"
1988-89,Idukki,Arecanut,2029,Hectare,545,MT,269,"Kg/ Hectare"
1988-89,Ernakulam,Arecanut,4785,Hectare,902,MT,189,"Kg/ Hectare"
1988-89,Thrissur,Arecanut,6023,Hectare,1250,MT,208,"Kg/ Hectare"
1988-89,Palakkad,Arecanut,2370,Hectare,273,MT,115,"Kg/ Hectare"
1988-89,Malappuram,Arecanut,10420,Hectare,1751,MT,168,"Kg/ Hectare"
1988-89,Kozhikode,Arecanut,5349,Hectare,966,MT,181,"Kg/ Hectare"
1988-89,Wayanad,Arecanut,1546,Hectare,297,MT,192,"Kg/ Hectare"
1988-89,Kannur,Arecanut,9121,Hectare,1974,MT,216,"Kg/ Hectare"
1988-89,Kasaragod,Arecanut,10978,Hectare,2212,MT,201,"Kg/ Hectare"
1988-89,Thiruvananthapuram,Pepper,4697,Hectare,1046,MT,223,"Kg/ Hectare"
1988-89,Kollam,Pepper,8116,Hectare,2432,MT,300,"Kg/ Hectare"
1988-89,Pathanamthitta,Pepper,5148,Hectare,1454,MT,282,"Kg/ Hectare"
1988-89,Alappuzha,Pepper,2977,Hectare,553,MT,186,"Kg/ Hectare"
1988-89,Kottayam,Pepper,10278,Hectare,1145,MT,111,"Kg/ Hectare"
1988-89,Idukki,Pepper,35050,Hectare,16745,MT,478,"Kg/ Hectare"
1988-89,Ernakulam,Pepper,7429,Hectare,1048,MT,141,"Kg/ Hectare"
1988-89,Thrissur,Pepper,4711,Hectare,573,MT,122,"Kg/ Hectare"
1988-89,Palakkad,Pepper,2243,Hectare,220,MT,98,"Kg/ Hectare"
1988-89,Malappuram,Pepper,5915,Hectare,1648,MT,279,"Kg/ Hectare"
1988-89,Kozhikode,Pepper,14744,Hectare,570,MT,39,"Kg/ Hectare"
1988-89,Wayanad,Pepper,22888,Hectare,8868,MT,387,"Kg/ Hectare"
1988-89,Kannur,Pepper,24429,Hectare,5166,MT,211,"Kg/ Hectare"
1988-89,Kasaragod,Pepper,8381,Hectare,1773,MT,212,"Kg/ Hectare"
1988-89,Thiruvananthapuram,Rubber,18296,Hectare,11088,MT,606,"Kg/ Hectare"
1988-89,Kollam,Rubber,31560,Hectare,24226,MT,768,"Kg/ Hectare"
1988-89,Pathanamthitta,Rubber,34794,Hectare,20693,MT,595,"Kg/ Hectare"
1988-89,Alappuzha,Rubber,3492,Hectare,3444,MT,986,"Kg/ Hectare"
1988-89,Kottayam,Rubber,104254,Hectare,61221,MT,587,"Kg/ Hectare"
1988-89,Idukki,Rubber,34396,Hectare,17540,MT,510,"Kg/ Hectare"
1988-89,Ernakulam,Rubber,54940,Hectare,26554,MT,483,"Kg/ Hectare"
1988-89,Thrissur,Rubber,8784,Hectare,8451,MT,962,"Kg/ Hectare"
1988-89,Palakkad,Rubber,19325,Hectare,10667,MT,552,"Kg/ Hectare"
1988-89,Malappuram,Rubber,16219,Hectare,14911,MT,919,"Kg/ Hectare"
1988-89,Kozhikode,Rubber,15184,Hectare,15307,MT,1008,"Kg/ Hectare"
1988-89,Wayanad,Rubber,4290,Hectare,1902,MT,443,"Kg/ Hectare"
1988-89,Kannur,Rubber,19738,Hectare,13707,MT,694,"Kg/ Hectare"
1988-89,Kasaragod,Rubber,14394,Hectare,8703,MT,605,"Kg/ Hectare"
1988-89,Thiruvananthapuram,Cocoa,731,Hectare,232,MT,317,"Kg/ Hectare"
1988-89,Kollam,Cocoa,633,Hectare,141,MT,223,"Kg/ Hectare"
1988-89,Pathanamthitta,Cocoa,957,Hectare,511,MT,534,"Kg/ Hectare"
1988-89,Alappuzha,Cocoa,935,Hectare,627,MT,671,"Kg/ Hectare"
1988-89,Kottayam,Cocoa,4686,Hectare,2290,MT,489,"Kg/ Hectare"
1988-89,Idukki,Cocoa,1584,Hectare,549,MT,347,"Kg/ Hectare"
1988-89,Ernakulam,Cocoa,1482,Hectare,780,MT,526,"Kg/ Hectare"
1988-89,Thrissur,Cocoa,449,Hectare,101,MT,225,"Kg/ Hectare"
1988-89,Palakkad,Cocoa,133,Hectare,27,MT,203,"Kg/ Hectare"
1988-89,Malappuram,Cocoa,335,Hectare,150,MT,448,"Kg/ Hectare"
1988-89,Kozhikode,Cocoa,687,Hectare,94,MT,137,"Kg/ Hectare"
1988-89,Wayanad,Cocoa,315,Hectare,110,MT,349,"Kg/ Hectare"
1988-89,Kannur,Cocoa,346,Hectare,108,MT,312,"Kg/ Hectare"
1988-89,Kasaragod,Cocoa,298,Hectare,60,MT,201,"Kg/ Hectare"
1988-89,Thiruvananthapuram,Pineapple,341,Hectare,4323,MT,12677,"Kg/ Hectare"
1988-89,Kollam,Pineapple,294,Hectare,3447,MT,11724,"Kg/ Hectare"
1988-89,Pathanamthitta,Pineapple,148,Hectare,1629,MT,11007,"Kg/ Hectare"
1988-89,Alappuzha,Pineapple,145,Hectare,1496,MT,10317,"Kg/ Hectare"
1988-89,Kottayam,Pineapple,663,Hectare,7161,MT,10801,"Kg/ Hectare"
1988-89,Idukki,Pineapple,275,Hectare,3166,MT,11513,"Kg/ Hectare"
1988-89,Ernakulam,Pineapple,876,Hectare,9650,MT,11016,"Kg/ Hectare"
1988-89,Thrissur,Pineapple,260,Hectare,2139,MT,8227,"Kg/ Hectare"
1988-89,Palakkad,Pineapple,135,Hectare,1645,MT,12185,"Kg/ Hectare"
1988-89,Malappuram,Pineapple,214,Hectare,2290,MT,10701,"Kg/ Hectare"
1988-89,Kozhikode,Pineapple,190,Hectare,2562,MT,13484,"Kg/ Hectare"
1988-89,Wayanad,Pineapple,92,Hectare,1241,MT,13489,"Kg/ Hectare"
1988-89,Kannur,Pineapple,787,Hectare,13546,MT,17212,"Kg/ Hectare"
1988-89,Kasaragod,Pineapple,67,Hectare,1152,MT,17194,"Kg/ Hectare"
1988-89,Thiruvananthapuram,Pappaya,616,Hectare,3475,MT,5641,"Kg/ Hectare"
1988-89,Kollam,Pappaya,720,Hectare,625,MT,868,"Kg/ Hectare"
1988-89,Pathanamthitta,Pappaya,372,Hectare,2475,MT,6653,"Kg/ Hectare"
1988-89,Alappuzha,Pappaya,737,Hectare,3846,MT,5218,"Kg/ Hectare"
1988-89,Kottayam,Pappaya,850,Hectare,5772,MT,6791,"Kg/ Hectare"
1988-89,Idukki,Pappaya,475,Hectare,950,MT,2000,"Kg/ Hectare"
1988-89,Ernakulam,Pappaya,1231,Hectare,5108,MT,4149,"Kg/ Hectare"
1988-89,Thrissur,Pappaya,1549,Hectare,6649,MT,4292,"Kg/ Hectare"
1988-89,Palakkad,Pappaya,658,Hectare,4881,MT,7418,"Kg/ Hectare"
1988-89,Malappuram,Pappaya,1634,Hectare,9970,MT,6102,"Kg/ Hectare"
1988-89,Kozhikode,Pappaya,1626,Hectare,798,MT,491,"Kg/ Hectare"
1988-89,Wayanad,Pappaya,179,Hectare,1391,MT,7771,"Kg/ Hectare"
1988-89,Kannur,Pappaya,872,Hectare,4318,MT,4952,"Kg/ Hectare"
1988-89,Kasaragod,Pappaya,387,Hectare,1913,MT,4943,"Kg/ Hectare"
1988-89,Thiruvananthapuram,Mango,6103,Hectare,5528,MT,906,"Kg/ Hectare"
1988-89,Kollam,Mango,5301,Hectare,16460,MT,3105,"Kg/ Hectare"
1988-89,Pathanamthitta,Mango,2238,Hectare,5973,MT,2669,"Kg/ Hectare"
1988-89,Alappuzha,Mango,4546,Hectare,10165,MT,2236,"Kg/ Hectare"
1988-89,Kottayam,Mango,3290,Hectare,4196,MT,1275,"Kg/ Hectare"
1988-89,Idukki,Mango,1634,Hectare,2697,MT,1651,"Kg/ Hectare"
1988-89,Ernakulam,Mango,4725,Hectare,12366,MT,2617,"Kg/ Hectare"
1988-89,Thrissur,Mango,5857,Hectare,25834,MT,4411,"Kg/ Hectare"
1988-89,Palakkad,Mango,6259,Hectare,45592,MT,7284,"Kg/ Hectare"
1988-89,Malappuram,Mango,7603,Hectare,32667,MT,4297,"Kg/ Hectare"
1988-89,Kozhikode,Mango,9216,Hectare,29829,MT,3237,"Kg/ Hectare"
1988-89,Wayanad,Mango,3112,Hectare,3647,MT,1172,"Kg/ Hectare"
1988-89,Kannur,Mango,8454,Hectare,33730,MT,3990,"Kg/ Hectare"
1988-89,Kasaragod,Mango,2371,Hectare,9460,MT,3990,"Kg/ Hectare"
1988-89,Thiruvananthapuram,Ginger,126,Hectare,191,MT,1516,"Kg/ Hectare"
1988-89,Kollam,Ginger,632,Hectare,956,MT,1513,"Kg/ Hectare"
1988-89,Pathanamthitta,Ginger,601,Hectare,1227,MT,2042,"Kg/ Hectare"
1988-89,Alappuzha,Ginger,130,Hectare,204,MT,1569,"Kg/ Hectare"
1988-89,Kottayam,Ginger,1576,Hectare,3291,MT,2088,"Kg/ Hectare"
1988-89,Idukki,Ginger,1980,Hectare,6711,MT,3389,"Kg/ Hectare"
1988-89,Ernakulam,Ginger,1985,Hectare,4964,MT,2501,"Kg/ Hectare"
1988-89,Thrissur,Ginger,184,Hectare,460,MT,2500,"Kg/ Hectare"
1988-89,Palakkad,Ginger,614,Hectare,1536,MT,2502,"Kg/ Hectare"
1988-89,Malappuram,Ginger,252,Hectare,385,MT,1528,"Kg/ Hectare"
1988-89,Kozhikode,Ginger,906,Hectare,2525,MT,2787,"Kg/ Hectare"
1988-89,Wayanad,Ginger,4272,Hectare,19528,MT,4571,"Kg/ Hectare"
1988-89,Kannur,Ginger,559,Hectare,1871,MT,3347,"Kg/ Hectare"
1988-89,Kasaragod,Ginger,350,Hectare,1171,MT,3346,"Kg/ Hectare"
1988-89,Thiruvananthapuram,Turmeric,20,Hectare,12,MT,600,"Kg/ Hectare"
1988-89,Kollam,Turmeric,116,Hectare,195,MT,1681,"Kg/ Hectare"
1988-89,Pathanamthitta,Turmeric,32,Hectare,117,MT,3656,"Kg/ Hectare"
1988-89,Alappuzha,Turmeric,18,Hectare,34,MT,1889,"Kg/ Hectare"
1988-89,Kottayam,Turmeric,463,Hectare,1321,MT,2853,"Kg/ Hectare"
1988-89,Idukki,Turmeric,199,Hectare,487,MT,2447,"Kg/ Hectare"
1988-89,Ernakulam,Turmeric,738,Hectare,853,MT,1156,"Kg/ Hectare"
1988-89,Thrissur,Turmeric,126,Hectare,211,MT,1675,"Kg/ Hectare"
1988-89,Palakkad,Turmeric,305,Hectare,589,MT,1931,"Kg/ Hectare"
1988-89,Malappuram,Turmeric,80,Hectare,137,MT,1713,"Kg/ Hectare"
1988-89,Kozhikode,Turmeric,320,Hectare,385,MT,1203,"Kg/ Hectare"
1988-89,Wayanad,Turmeric,225,Hectare,659,MT,2929,"Kg/ Hectare"
1988-89,Kannur,Turmeric,301,Hectare,637,MT,2116,"Kg/ Hectare"
1988-89,Kasaragod,Turmeric,140,Hectare,150,MT,1071,"Kg/ Hectare"
1988-89,Thiruvananthapuram,Cardamom,110,Hectare,2,MT,18,"Kg/ Hectare"
1988-89,Kollam,Cardamom,3,Hectare,,MT,,"Kg/ Hectare"
1988-89,Pathanamthitta,Cardamom,913,Hectare,19,MT,21,"Kg/ Hectare"
1988-89,Alappuzha,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
1988-89,Kottayam,Cardamom,23,Hectare,1,MT,43,"Kg/ Hectare"
